position,primary,scatter1,scatter2,scatter3,scatter4,scatter5
111,1043.000000,687.000000,458.000000,336.000000,238.000000,167.000000
112,929.000000,704.000000,496.000000,316.000000,228.000000,153.000000
113,777.000000,658.000000,453.000000,308.000000,215.000000,151.000000
114,633.000000,574.000000,466.000000,316.000000,206.000000,168.000000
115,433.000000,524.000000,361.000000,307.000000,189.000000,157.000000
116,170.000000,485.000000,403.000000,277.000000,194.000000,160.000000
117,10.000000,440.000000,357.000000,262.000000,196.000000,165.000000
118,1.000000,398.000000,363.000000,244.000000,206.000000,133.000000
119,1.000000,363.000000,342.000000,251.000000,189.000000,127.000000
120,1.000000,406.000000,306.000000,244.000000,181.000000,131.000000
121,1.000000,318.000000,310.000000,225.000000,179.000000,138.000000
122,1.000000,323.000000,290.000000,243.000000,170.000000,127.000000
123,1.000000,305.000000,292.000000,247.000000,160.000000,121.000000
124,1.000000,275.000000,261.000000,227.000000,164.000000,116.000000
125,1.000000,284.000000,265.000000,213.000000,133.000000,100.000000
126,1.000000,290.000000,271.000000,214.000000,156.000000,105.000000
127,1.000000,246.000000,271.000000,198.000000,147.000000,132.000000
128,1.000000,230.000000,223.000000,184.000000,134.000000,99.000000
129,1.000000,217.000000,241.000000,190.000000,152.000000,90.000000
130,1.000000,216.000000,198.000000,197.000000,116.000000,81.000000
131,1.000000,179.000000,209.000000,177.000000,129.000000,98.000000
132,1.000000,168.000000,226.000000,154.000000,119.000000,108.000000
133,1.000000,166.000000,192.000000,153.000000,107.000000,84.000000
134,1.000000,159.000000,162.000000,138.000000,91.000000,78.000000
135,1.000000,140.000000,166.000000,113.000000,92.000000,65.000000
136,1.000000,123.000000,139.000000,98.000000,95.000000,64.000000
137,1.000000,110.000000,125.000000,106.000000,66.000000,70.000000
138,1.000000,94.000000,132.000000,97.000000,71.000000,63.000000
139,1.000000,79.000000,93.000000,80.000000,66.000000,49.000000
140,1.000000,89.000000,87.000000,73.000000,57.000000,33.000000
141,1.000000,74.000000,84.000000,68.000000,55.000000,40.000000
142,1.000000,68.000000,69.000000,64.000000,39.000000,31.000000
143,1.000000,53.000000,57.000000,63.000000,39.000000,27.000000
144,1.000000,47.000000,48.000000,39.000000,36.000000,30.000000
145,1.000000,44.000000,60.000000,37.000000,33.000000,24.000000
146,1.000000,28.000000,44.000000,34.000000,15.000000,17.000000
147,1.000000,26.000000,36.000000,33.000000,25.000000,13.000000
148,1.000000,24.000000,23.000000,32.000000,20.000000,9.000000
149,1.000000,18.000000,27.000000,16.000000,16.000000,9.000000
150,1.000000,10.000000,22.000000,14.000000,12.000000,8.000000
151,1.000000,11.000000,13.000000,7.000000,5.000000,6.000000
152,1.000000,6.000000,13.000000,5.000000,5.000000,1.000000
