position,primary,scatter1,scatter2,scatter3,scatter4,scatter5
3,1.000000,222.000000,98.000000,31.000000,6.000000,1.000000
4,1.000000,248.000000,90.000000,30.000000,11.000000,3.000000
5,1.000000,309.000000,98.000000,27.000000,7.000000,5.000000
6,1.000000,296.000000,110.000000,26.000000,9.000000,2.000000
7,1.000000,332.000000,102.000000,29.000000,12.000000,2.000000
8,1.000000,328.000000,106.000000,37.000000,6.000000,5.000000
9,1.000000,345.000000,108.000000,26.000000,8.000000,4.000000
10,1.000000,370.000000,115.000000,45.000000,7.000000,1.000000
11,1.000000,420.000000,126.000000,31.000000,11.000000,1.000000
12,1.000000,435.000000,127.000000,49.000000,12.000000,3.000000
13,1.000000,446.000000,140.000000,42.000000,14.000000,5.000000
14,1.000000,462.000000,121.000000,36.000000,16.000000,8.000000
15,1.000000,511.000000,122.000000,39.000000,12.000000,3.000000
16,1.000000,564.000000,150.000000,39.000000,16.000000,4.000000
17,1.000000,602.000000,144.000000,41.000000,9.000000,3.000000
18,1.000000,671.000000,159.000000,40.000000,10.000000,2.000000
19,1.000000,729.000000,154.000000,41.000000,14.000000,3.000000
20,9027.000000,940.000000,158.000000,46.000000,13.000000,2.000000
21,12211.000000,1044.000000,165.000000,39.000000,7.000000,3.000000
22,12193.000000,1093.000000,153.000000,43.000000,8.000000,1.000000
23,12359.000000,1117.000000,172.000000,41.000000,20.000000,3.000000
24,12348.000000,1138.000000,184.000000,36.000000,16.000000,6.000000
25,12302.000000,1124.000000,167.000000,48.000000,14.000000,4.000000
26,12428.000000,1174.000000,161.000000,47.000000,11.000000,6.000000
27,12448.000000,1052.000000,188.000000,39.000000,14.000000,2.000000
28,12292.000000,1033.000000,168.000000,36.000000,11.000000,4.000000
29,9306.000000,888.000000,163.000000,55.000000,11.000000,1.000000
30,1.000000,725.000000,159.000000,50.000000,16.000000,5.000000
31,1.000000,635.000000,165.000000,46.000000,12.000000,5.000000
32,1.000000,619.000000,151.000000,44.000000,13.000000,2.000000
